Month	Year	Fractional Date	Excel Date	CPI-Price	SPX-TR-Price	10Y BM-Price	Cash-Price	Non-US Stocks (NEW)-Price	Gold-Price	CAPE	SPX-TR	10Y BM	Cash	Non-US Stocks (NEW)	Custum Series (NEW)	Gold
3	1897	1,897.17	N/A	6.470	345.31	306.77	406.65	345.31	20.67	16.9580	0.58%	0.88%	0.29%	0.58%	0.00%	0.00%
4	1897	1,897.25	N/A	6.375	335.75	309.31	407.81	335.75	20.67	16.6969	-1.32%	2.33%	1.78%	-1.32%	0.00%	1.49%
5	1897	1,897.33	N/A	6.280	338.57	307.18	408.98	338.57	20.67	17.0478	2.37%	0.81%	1.81%	2.37%	0.00%	1.52%
6	1897	1,897.42	N/A	6.280	355.50	312.23	410.15	355.50	20.67	17.8505	5.00%	1.64%	0.29%	5.00%	0.00%	0.00%
7	1897	1,897.50	N/A	6.280	372.50	316.20	411.33	372.50	20.67	18.6520	4.78%	1.27%	0.29%	4.78%	0.00%	0.00%
8	1897	1,897.58	N/A	6.565	397.87	315.93	412.51	397.87	20.67	19.0064	2.17%	-4.43%	-4.07%	2.17%	0.00%	-4.35%
9	1897	1,897.67	N/A	6.755	418.30	317.08	413.69	418.30	20.67	19.3724	2.17%	-2.46%	-2.54%	2.17%	0.00%	-2.82%
10	1897	1,897.75	N/A	6.660	406.02	322.03	414.88	406.02	20.67	19.0280	-1.55%	3.01%	1.72%	-1.55%	0.00%	1.43%
11	1897	1,897.83	N/A	6.660	392.89	325.26	416.07	392.89	20.67	18.3584	-3.23%	1.00%	0.29%	-3.23%	0.00%	0.00%
12	1897	1,897.92	N/A	6.660	402.53	328.65	417.26	402.53	20.67	18.7488	2.45%	1.04%	0.29%	2.45%	0.00%	0.00%
1	1898	1,898.00	N/A	6.660	414.73	329.64	418.49	414.73	20.67	19.2490	3.03%	0.30%	0.30%	3.03%	0.00%	0.00%
2	1898	1,898.08	N/A	6.755	415.10	323.01	419.73	415.10	20.67	18.9181	-1.32%	-3.39%	-1.12%	-1.32%	0.00%	-1.41%
3	1898	1,898.17	N/A	6.755	397.58	312.98	420.97	397.58	20.67	18.0422	-4.22%	-3.10%	0.30%	-4.22%	0.00%	0.00%
4	1898	1,898.25	N/A	6.755	391.98	308.86	422.22	391.98	20.67	17.7051	-1.41%	-1.32%	0.30%	-1.41%	0.00%	0.00%
5	1898	1,898.33	N/A	7.231	418.95	313.90	423.47	418.95	20.67	17.5956	-0.15%	-5.06%	-6.30%	-0.15%	0.00%	-6.58%
6	1898	1,898.42	N/A	6.755	436.55	319.59	424.72	436.55	20.67	19.5448	11.54%	8.98%	7.36%	11.54%	0.00%	7.04%
7	1898	1,898.50	N/A	6.660	439.58	328.87	425.98	439.58	20.67	19.8589	2.13%	4.37%	1.73%	2.13%	0.00%	1.43%
8	1898	1,898.58	N/A	6.660	457.31	331.03	427.24	457.31	20.67	20.5449	4.03%	0.66%	0.30%	4.03%	0.00%	0.00%
9	1898	1,898.67	N/A	6.660	457.79	332.07	428.50	457.79	20.67	20.4427	0.10%	0.31%	0.30%	0.10%	0.00%	0.00%
10	1898	1,898.75	N/A	6.660	449.57	333.74	429.77	449.57	20.67	19.9472	-1.80%	0.50%	0.30%	-1.80%	0.00%	0.00%
11	1898	1,898.83	N/A	6.660	465.81	333.48	431.04	465.81	20.67	20.5274	3.61%	-0.08%	0.30%	3.61%	0.00%	0.00%
12	1898	1,898.92	N/A	6.755	496.14	337.46	432.32	496.14	20.67	21.4036	5.01%	-0.23%	-1.12%	5.01%	0.00%	-1.41%
1	1899	1,899.00	N/A	6.755	535.31	340.81	433.53	535.31	20.67	22.9328	7.89%	0.99%	0.28%	7.89%	0.00%	0.00%
2	1899	1,899.08	N/A	6.946	556.94	339.54	434.74	556.94	20.67	23.0481	1.19%	-3.10%	-2.47%	1.19%	0.00%	-2.74%
3	1899	1,899.17	N/A	6.946	566.25	341.58	435.96	566.25	20.67	23.2797	1.67%	0.60%	0.28%	1.67%	0.00%	0.00%
4	1899	1,899.25	N/A	7.041	574.70	345.12	437.18	574.70	20.67	23.1524	0.12%	-0.33%	-1.08%	0.12%	0.00%	-1.35%
5	1899	1,899.33	N/A	7.041	552.14	345.33	438.40	552.14	20.67	22.0913	-3.93%	0.06%	0.28%	-3.93%	0.00%	0.00%
6	1899	1,899.42	N/A	7.136	541.07	349.04	439.63	541.07	20.67	21.2121	-3.31%	-0.27%	-1.06%	-3.31%	0.00%	-1.33%
7	1899	1,899.50	N/A	7.231	561.27	347.94	440.86	561.27	20.67	21.5614	2.37%	-1.63%	-1.04%	2.37%	0.00%	-1.32%
8	1899	1,899.58	N/A	7.326	577.04	349.67	442.10	577.04	20.67	21.7262	1.48%	-0.81%	-1.02%	1.48%	0.00%	-1.30%
9	1899	1,899.67	N/A	7.612	572.24	350.39	443.33	572.24	20.67	20.5911	-4.55%	-3.55%	-3.48%	-4.55%	0.00%	-3.75%
10	1899	1,899.75	N/A	7.707	571.07	351.29	444.57	571.07	20.67	20.1537	-1.44%	-0.98%	-0.96%	-1.44%	0.00%	-1.23%
11	1899	1,899.83	N/A	7.802	583.43	354.05	445.82	583.43	20.67	20.1965	0.92%	-0.44%	-0.94%	0.92%	0.00%	-1.22%
12	1899	1,899.92	N/A	7.897	545.27	363.22	447.07	545.27	20.67	18.5126	-7.67%	1.35%	-0.93%	-7.67%	0.00%	-1.20%
1	1900	1,900.00	2/1/1900	7.897	554.22	364.12	448.80	554.22	20.67	18.6743	1.64%	0.25%	0.39%	1.64%	0.00%	0.00%
2	1900	1,900.08	3/31/1900	7.992	565.93	366.40	450.53	565.93	20.67	18.7038	0.90%	-0.57%	-0.81%	0.90%	0.00%	-1.19%
3	1900	1,900.17	4/30/1900	7.992	572.21	370.88	452.27	572.21	20.67	18.7758	1.11%	1.22%	0.39%	1.11%	0.00%	0.00%
4	1900	1,900.25	5/31/1900	7.992	581.30	365.80	454.02	581.30	20.67	18.9364	1.59%	-1.37%	0.39%	1.59%	0.00%	0.00%
5	1900	1,900.33	6/30/1900	7.802	555.58	369.79	455.78	555.58	20.67	18.4032	-2.09%	3.56%	2.84%	-2.09%	0.00%	2.44%
6	1900	1,900.42	7/31/1900	7.707	540.82	370.55	457.54	540.82	20.67	17.9927	-1.46%	1.44%	1.63%	-1.46%	0.00%	1.23%
7	1900	1,900.50	8/31/1900	7.802	542.59	369.91	459.31	542.59	20.67	17.6895	-0.90%	-1.39%	-0.84%	-0.90%	0.00%	-1.22%
8	1900	1,900.58	9/30/1900	7.707	551.84	367.73	461.09	551.84	20.67	18.0696	2.96%	0.64%	1.63%	2.96%	0.00%	1.23%
9	1900	1,900.67	10/31/1900	7.802	551.84	371.59	462.87	551.84	20.67	17.3419	-1.22%	-0.18%	-0.84%	-1.22%	0.00%	-1.22%
10	1900	1,900.75	11/30/1900	7.707	540.73	372.68	464.66	540.73	20.67	17.4699	-0.80%	1.53%	1.63%	-0.80%	0.00%	1.23%
11	1900	1,900.83	12/31/1900	7.707	562.32	380.39	466.46	562.32	20.67	18.0111	3.99%	2.07%	0.39%	3.99%	0.00%	0.00%
12	1900	1,900.92	1/31/1901	7.612	608.32	385.50	468.26	608.32	20.67	19.5664	9.53%	2.61%	1.64%	9.53%	0.00%	1.25%
1	1901	1,901.00	2/28/1901	7.707	667.84	387.64	469.94	667.84	20.67	20.9786	8.43%	-0.68%	-0.88%	8.43%	0.00%	-1.23%
2	1901	1,901.08	3/31/1901	7.612	686.88	388.57	471.62	686.88	20.67	21.6791	4.14%	1.49%	1.61%	4.14%	0.00%	1.25%
3	1901	1,901.17	4/30/1901	7.612	713.45	388.10	473.31	713.45	20.67	22.3476	3.87%	-0.12%	0.36%	3.87%	0.00%	0.00%
4	1901	1,901.25	5/31/1901	7.517	775.22	392.04	475.01	775.22	20.67	24.4097	10.03%	2.29%	1.63%	10.03%	0.00%	1.27%
5	1901	1,901.33	6/30/1901	7.517	738.13	391.39	476.71	738.13	20.67	23.0640	-4.78%	-0.17%	0.36%	-4.78%	0.00%	0.00%
6	1901	1,901.42	7/31/1901	7.517	813.76	393.58	478.42	813.76	20.67	25.2385	10.25%	0.56%	0.36%	10.25%	0.00%	0.00%
7	1901	1,901.50	8/31/1901	7.612	761.35	393.27	480.13	761.35	20.67	23.1448	-7.61%	-1.33%	-0.90%	-7.61%	0.00%	-1.25%
8	1901	1,901.58	9/30/1901	7.707	774.07	390.49	481.85	774.07	20.67	22.9624	0.42%	-1.93%	-0.88%	0.42%	0.00%	-1.23%
9	1901	1,901.67	10/31/1901	7.802	772.48	394.11	483.58	772.48	20.67	22.5905	-1.42%	-0.30%	-0.87%	-1.42%	0.00%	-1.22%
10	1901	1,901.75	11/30/1901	7.802	766.08	398.98	485.31	766.08	20.67	22.2529	-0.83%	1.24%	0.36%	-0.83%	0.00%	0.00%
11	1901	1,901.83	12/31/1901	7.897	784.80	399.93	487.05	784.80	20.67	22.3751	1.21%	-0.97%	-0.85%	1.21%	0.00%	-1.20%
12	1901	1,901.92	1/31/1902	7.992	774.56	401.25	488.80	774.56	20.67	21.6802	-2.48%	-0.86%	-0.84%	-2.48%	0.00%	-1.19%
1	1902	1,902.00	2/28/1902	7.897	793.52	402.93	490.72	793.52	20.67	22.3403	3.68%	1.63%	1.60%	3.68%	0.00%	1.20%
2	1902	1,902.08	3/31/1902	7.897	802.72	403.89	492.65	802.72	20.67	22.4600	1.16%	0.24%	0.39%	1.16%	0.00%	0.00%
3	1902	1,902.17	4/30/1902	7.897	806.15	404.85	494.59	806.15	20.67	22.4107	0.43%	0.24%	0.39%	0.43%	0.00%	0.00%
4	1902	1,902.25	5/31/1902	7.992	836.14	405.45	496.53	836.14	20.67	22.8231	2.49%	-1.04%	-0.80%	2.49%	0.00%	-1.19%
5	1902	1,902.33	6/30/1902	8.087	836.53	405.69	498.48	836.53	20.67	22.4280	-1.13%	-1.12%	-0.79%	-1.13%	0.00%	-1.18%
6	1902	1,902.42	7/31/1902	8.183	834.05	395.40	500.45	834.05	20.67	21.9637	-1.46%	-3.67%	-0.77%	-1.46%	0.00%	-1.16%
7	1902	1,902.50	8/31/1902	8.183	855.40	386.17	502.41	855.40	20.67	22.3857	2.56%	-2.33%	0.39%	2.56%	0.00%	0.00%
8	1902	1,902.58	9/30/1902	8.087	880.82	387.50	504.39	880.82	20.67	23.2211	4.18%	1.53%	1.57%	4.18%	0.00%	1.18%
9	1902	1,902.67	10/31/1902	8.183	885.39	402.40	506.37	885.39	20.67	22.8566	-0.65%	2.64%	-0.77%	-0.65%	0.00%	-1.16%
10	1902	1,902.75	11/30/1902	8.753	859.95	405.58	508.37	859.95	20.67	20.6044	-9.21%	-5.78%	-6.15%	-9.21%	0.00%	-6.52%
11	1902	1,902.83	12/31/1902	8.468	829.37	402.88	510.36	829.37	20.67	20.4085	-0.30%	2.68%	3.78%	-0.30%	0.00%	3.37%
12	1902	1,902.92	1/31/1903	8.563	812.84	400.92	512.37	812.84	20.67	19.6332	-3.08%	-1.59%	-0.72%	-3.08%	0.00%	-1.11%
1	1903	1,903.00	2/28/1903	8.658	856.87	401.90	514.72	856.87	20.67	20.3181	4.26%	-0.86%	-0.65%	4.26%	0.00%	-1.10%
2	1903	1,903.08	3/31/1903	8.658	854.46	404.37	517.08	854.46	20.67	20.1071	-0.28%	0.61%	0.46%	-0.28%	0.00%	0.00%
3	1903	1,903.17	4/30/1903	8.373	823.59	409.08	519.45	823.59	20.67	19.8846	-0.33%	4.61%	3.88%	-0.33%	0.00%	3.41%
4	1903	1,903.25	5/31/1903	8.373	792.61	404.11	521.83	792.61	20.67	18.9800	-3.76%	-1.21%	0.46%	-3.76%	0.00%	0.00%
5	1903	1,903.33	6/30/1903	8.183	779.94	407.91	524.22	779.94	20.67	18.9549	0.69%	3.29%	2.80%	0.69%	0.00%	2.33%
6	1903	1,903.42	7/31/1903	8.183	739.60	406.10	526.62	739.60	20.67	17.8186	-5.17%	-0.45%	0.46%	-5.17%	0.00%	0.00%
7	1903	1,903.50	8/31/1903	8.183	718.73	404.10	529.04	718.73	20.67	17.1652	-2.82%	-0.49%	0.46%	-2.82%	0.00%	0.00%
8	1903	1,903.58	9/30/1903	8.183	688.44	405.10	531.46	688.44	20.67	16.2991	-4.21%	0.25%	0.46%	-4.21%	0.00%	0.00%
9	1903	1,903.67	10/31/1903	8.278	674.64	408.57	533.90	674.64	20.67	15.6544	-3.13%	-0.30%	-0.70%	-3.13%	0.00%	-1.15%
10	1903	1,903.75	11/30/1903	8.183	655.56	410.13	536.35	655.56	20.67	15.2529	-1.70%	1.55%	1.63%	-1.70%	0.00%	1.16%
11	1903	1,903.83	12/31/1903	8.087	660.50	408.50	538.80	660.50	20.67	15.4079	1.94%	0.77%	1.64%	1.94%	0.00%	1.18%
12	1903	1,903.92	1/31/1904	8.087	693.63	409.13	541.27	693.63	20.67	16.0429	5.02%	0.15%	0.46%	5.02%	0.00%	0.00%
1	1904	1,904.00	2/29/1904	8.278	707.79	409.37	543.23	707.79	20.67	15.8618	-0.30%	-2.24%	-1.95%	-0.30%	0.00%	-2.30%
2	1904	1,904.08	3/31/1904	8.468	691.29	406.57	545.20	691.29	20.67	15.0215	-4.53%	-2.92%	-1.89%	-4.53%	0.00%	-2.25%
3	1904	1,904.17	4/30/1904	8.373	691.74	408.37	547.17	691.74	20.67	15.0819	1.20%	1.58%	1.50%	1.20%	0.00%	1.14%
4	1904	1,904.25	5/31/1904	8.278	711.41	409.02	549.15	711.41	20.67	15.5655	4.03%	1.31%	1.52%	4.03%	0.00%	1.15%
5	1904	1,904.33	6/30/1904	8.087	699.02	408.51	551.13	699.02	20.67	15.5258	0.57%	2.22%	2.72%	0.57%	0.00%	2.35%
6	1904	1,904.42	7/31/1904	8.087	702.71	410.67	553.13	702.71	20.67	15.4744	0.53%	0.53%	0.36%	0.53%	0.00%	0.00%
7	1904	1,904.50	8/31/1904	8.087	734.49	410.93	555.13	734.49	20.67	16.0364	4.52%	0.06%	0.36%	4.52%	0.00%	0.00%
8	1904	1,904.58	9/30/1904	8.183	762.06	408.87	557.13	762.06	20.67	17.0257	2.55%	-1.66%	-0.81%	2.55%	0.00%	-1.16%
9	1904	1,904.67	10/31/1904	8.278	798.42	411.06	559.15	798.42	20.67	16.7426	3.57%	-0.62%	-0.79%	3.57%	0.00%	-1.15%
10	1904	1,904.75	11/30/1904	8.278	847.98	412.10	561.17	847.98	20.67	17.6332	6.21%	0.25%	0.36%	6.21%	0.00%	0.00%
11	1904	1,904.83	12/31/1904	8.468	896.61	410.04	563.20	896.61	20.67	18.0762	3.36%	-2.74%	-1.89%	3.36%	0.00%	-2.25%
12	1904	1,904.92	1/31/1905	8.468	908.08	411.28	565.24	908.08	20.67	18.1597	1.28%	0.30%	0.36%	1.28%	0.00%	0.00%
1	1905	1,905.00	2/28/1905	8.468	930.64	412.51	567.20	930.64	20.67	18.4599	2.48%	0.30%	0.35%	2.48%	0.00%	0.00%
2	1905	1,905.08	3/31/1905	8.468	974.30	413.56	569.17	974.30	20.67	19.1690	4.69%	0.25%	0.35%	4.69%	0.00%	0.00%
3	1905	1,905.17	4/30/1905	8.373	1,004.79	420.93	571.15	1,004.79	20.67	19.8315	4.30%	2.94%	1.49%	4.30%	0.00%	1.14%
4	1905	1,905.25	5/31/1905	8.373	995.41	421.98	573.14	995.41	20.67	19.4829	-0.93%	0.25%	0.35%	-0.93%	0.00%	0.00%
5	1905	1,905.33	6/30/1905	8.278	949.25	420.65	575.13	949.25	20.67	18.6295	-3.54%	0.83%	1.50%	-3.54%	0.00%	1.15%
6	1905	1,905.42	7/31/1905	8.278	963.22	424.10	577.13	963.22	20.67	18.7359	1.47%	0.82%	0.35%	1.47%	0.00%	0.00%
7	1905	1,905.50	8/31/1905	8.278	996.27	425.17	579.13	996.27	20.67	19.2059	3.43%	0.25%	0.35%	3.43%	0.00%	0.00%
